,Monitor,Fecha,Grupo
164,Diskgroup FreeGB,16/04/22 12:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
165,Diskgroup FreeGB,16/04/22 01:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
166,Diskgroup FreeGB,16/04/22 01:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
167,Diskgroup FreeGB,16/04/22 02:40 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
168,Diskgroup FreeGB,16/04/22 03:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
169,Diskgroup FreeGB,16/04/22 04:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
170,Diskgroup FreeGB,16/04/22 05:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
171,Diskgroup FreeGB,16/04/22 06:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
172,Diskgroup FreeGB,16/04/22 06:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
173,Diskgroup FreeGB,16/04/22 07:40 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
174,Diskgroup FreeGB,16/04/22 08:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
175,Diskgroup FreeGB,16/04/22 09:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
176,Diskgroup FreeGB,16/04/22 10:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
177,Diskgroup FreeGB,16/04/22 11:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
178,Diskgroup FreeGB,16/04/22 11:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
179,Diskgroup FreeGB,17/04/22 12:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
180,Diskgroup FreeGB,17/04/22 01:30 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
181,Diskgroup FreeGB,17/04/22 02:20 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
182,Diskgroup FreeGB,17/04/22 03:10 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
183,Diskgroup FreeGB,17/04/22 04:00 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
184,Diskgroup FreeGB,17/04/22 04:50 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
185,Diskgroup FreeGB,17/04/22 05:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
186,Diskgroup FreeGB,17/04/22 06:30 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
187,Diskgroup FreeGB,17/04/22 07:20 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
188,Diskgroup FreeGB,17/04/22 08:10 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
189,Diskgroup FreeGB,17/04/22 09:00 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
190,Diskgroup FreeGB,17/04/22 09:50 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
191,Diskgroup FreeGB,17/04/22 10:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
192,Diskgroup FreeGB,17/04/22 11:30 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
193,Diskgroup FreeGB,17/04/22 12:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
194,Diskgroup FreeGB,17/04/22 01:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
195,Diskgroup FreeGB,17/04/22 02:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
196,Diskgroup FreeGB,17/04/22 02:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
197,Diskgroup FreeGB,17/04/22 03:40 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
198,Diskgroup FreeGB,17/04/22 04:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
199,Diskgroup FreeGB,17/04/22 05:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
200,Diskgroup FreeGB,17/04/22 06:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
201,Diskgroup FreeGB,17/04/22 07:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
202,Diskgroup FreeGB,17/04/22 07:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
203,Diskgroup FreeGB,17/04/22 08:40 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
204,Diskgroup FreeGB,17/04/22 09:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
205,Diskgroup FreeGB,17/04/22 10:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
206,Diskgroup FreeGB,17/04/22 11:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
207,Diskgroup FreeGB,18/04/22 12:00 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
208,Diskgroup FreeGB,18/04/22 12:50 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
209,Diskgroup FreeGB,18/04/22 01:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
210,Diskgroup FreeGB,18/04/22 02:30 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
211,Diskgroup FreeGB,18/04/22 03:20 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
212,Diskgroup FreeGB,18/04/22 04:10 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
213,Diskgroup FreeGB,18/04/22 05:00 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
214,Diskgroup FreeGB,18/04/22 05:50 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
215,Diskgroup FreeGB,18/04/22 06:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
216,Diskgroup FreeGB,18/04/22 07:30 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
217,Diskgroup FreeGB,18/04/22 08:20 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
218,Diskgroup FreeGB,18/04/22 09:10 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
219,Diskgroup FreeGB,18/04/22 10:00 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
220,Diskgroup FreeGB,18/04/22 10:50 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
221,Diskgroup FreeGB,18/04/22 11:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
222,Diskgroup FreeGB,18/04/22 12:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
223,Diskgroup FreeGB,18/04/22 01:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
224,Diskgroup FreeGB,18/04/22 02:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
225,Diskgroup FreeGB,18/04/22 03:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
226,Diskgroup FreeGB,18/04/22 03:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
227,Diskgroup FreeGB,18/04/22 04:40 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
228,Diskgroup FreeGB,18/04/22 05:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
229,Diskgroup FreeGB,18/04/22 06:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
230,Diskgroup FreeGB,18/04/22 07:10 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
231,Diskgroup FreeGB,18/04/22 08:00 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
232,Diskgroup FreeGB,18/04/22 08:50 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
233,Diskgroup FreeGB,18/04/22 09:40 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
234,Diskgroup FreeGB,18/04/22 10:30 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
235,Diskgroup FreeGB,18/04/22 11:20 PM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
236,Diskgroup FreeGB,19/04/22 12:10 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
237,Diskgroup FreeGB,19/04/22 01:00 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
238,Diskgroup FreeGB,19/04/22 01:50 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
239,Diskgroup FreeGB,19/04/22 02:40 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
240,Diskgroup FreeGB,19/04/22 03:30 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
241,Diskgroup FreeGB,19/04/22 04:20 AM,CSI - HEMODIALISIS: BD: CSIBDPR: CSIBDPR:Capacidad
